order_id,user_id,order_date,status
402,3150,2025-11-01,
403,2226,2024-09-06,cancelled
404,4027,2025-09-18,
405,4293,2024-06-09,returned
406,4089,2025-07-17,
407,4969,2025-09-11,cancelled
408,634,2025-08-26,
409,3310,2025-06-09,cancelled
410,2894,2024-08-23,
411,2382,2024-08-13,cancelled
412,3848,2026-01-10,completed
413,4615,2025-03-18,cancelled
414,530,2025-04-02,
415,180,2025-01-30,
416,2946,2024-04-26,
417,3575,2025-04-24,
418,733,2025-09-17,
419,1873,2024-04-08,returned
420,2129,2024-05-03,
421,1796,2025-04-18,cancelled
422,3125,2025-02-19,returned
423,1873,2025-03-18,completed
424,1301,2025-11-02,completed
425,4529,2025-08-22,completed
426,4303,2024-09-04,returned
427,2402,2025-10-12,cancelled
428,2282,2024-07-10,cancelled
429,2553,2024-12-10,cancelled
430,1900,2024-03-14,completed
431,4691,2024-07-24,cancelled
432,3853,2025-08-14,
433,1936,2025-11-10,completed
434,1601,2025-01-06,completed
435,832,2025-01-30,returned
436,1465,2024-09-16,completed
437,4534,2024-02-26,returned
438,1252,2025-01-21,cancelled
439,72,2025-03-11,returned
440,2231,2024-04-07,completed
441,466,2026-01-18,
442,397,2024-07-22,
443,1084,2025-10-13,cancelled
444,3009,2025-11-13,returned
445,3727,2024-11-30,cancelled
446,2034,2025-10-21,cancelled
447,347,2025-12-03,completed
448,1114,2024-12-03,completed
449,4333,2024-05-02,
450,3236,2024-10-30,
451,3823,2024-07-27,returned
452,4731,2025-12-20,
453,4289,2024-03-04,
454,4094,2024-06-25,cancelled
455,1695,2025-08-16,completed
456,3011,2025-03-29,returned
457,3379,2024-12-10,
458,3061,2025-11-04,completed
459,1628,2024-07-25,completed
460,1206,2024-11-22,
461,1146,2025-08-16,returned
462,1166,2026-02-13,completed
463,3597,2025-07-07,returned
464,3821,2024-06-02,
465,1677,2026-01-23,
466,421,2026-02-10,cancelled
467,830,2024-09-25,returned
468,2872,2025-11-02,
469,3551,2024-11-16,completed
470,2907,2025-10-17,
471,3928,2024-07-23,completed
472,1585,2025-03-09,returned
473,1360,2025-04-01,completed
474,1196,2024-12-16,returned
475,4174,2025-03-01,cancelled
476,3042,2025-09-06,completed
477,2737,2025-01-31,
478,2676,2025-07-28,returned
479,4236,2025-12-23,completed
480,3994,2024-11-09,
481,297,2025-05-11,completed
482,1257,2024-07-02,
483,3604,2025-03-13,returned
484,1609,2025-01-24,completed
485,2260,2024-05-19,
486,361,2026-02-02,returned
487,1090,2024-07-16,cancelled
488,1587,2025-07-02,
489,1243,2024-05-09,
490,2091,2025-08-18,cancelled
491,1339,2026-02-25,completed
492,3954,2026-01-14,completed
493,1357,2024-12-04,
494,3766,2025-09-08,returned
495,3049,2025-05-20,
496,2115,2024-05-08,returned
497,2675,2025-06-28,cancelled
498,4832,2025-08-25,returned
499,2010,2025-08-23,cancelled
500,3555,2025-01-01,
501,4169,2024-07-10,returned
502,3316,2025-07-22,completed
503,2461,2025-01-17,returned
504,1213,2024-09-07,cancelled
505,1794,2024-06-25,cancelled
506,1256,2025-03-16,completed
507,4144,2024-07-22,returned
508,3276,2024-12-27,
509,2451,2025-07-21,completed
510,3942,2024-10-16,completed
511,467,2024-10-14,
512,3541,2025-09-07,cancelled
513,251,2024-11-07,returned
514,969,2024-12-21,returned
515,4030,2024-07-16,
516,3321,2024-08-05,
517,2347,2025-08-29,cancelled
518,1351,2025-06-10,returned
519,2680,2024-04-24,
520,825,2025-04-30,completed
521,70,2024-09-21,cancelled
522,4036,2024-02-22,completed
523,1245,2025-09-19,completed
524,268,2026-03-04,cancelled
525,3005,2024-09-04,returned
526,717,2025-01-15,completed
527,2538,2024-10-29,returned
528,4775,2026-01-12,completed
529,2,2025-07-18,cancelled
530,3202,2026-01-14,
531,4861,2024-05-31,returned
532,4310,2024-03-26,completed
533,2331,2024-07-13,cancelled
534,4966,2025-02-20,returned
535,4218,2025-12-25,completed
536,1834,2024-03-13,returned
537,2775,2024-12-01,cancelled
538,3707,2025-10-24,returned
539,2511,2024-03-11,returned
540,3286,2025-12-26,
541,1927,2025-01-07,returned
542,1725,2025-07-20,cancelled
543,1272,2026-01-04,completed
544,4815,2024-10-21,completed
545,3678,2024-11-28,cancelled
546,602,2025-01-21,returned
547,2622,2026-02-14,cancelled
548,3567,2024-10-14,
549,4523,2025-10-10,returned
550,1719,2025-06-24,
551,2984,2025-03-29,cancelled
552,2827,2025-08-13,completed
553,2066,2025-03-23,
554,4077,2024-06-17,
555,3257,2025-06-14,returned
556,2679,2024-03-29,
557,4642,2025-11-02,cancelled
558,1345,2026-04-12,returned
559,3989,2024-04-25,returned
560,1150,2025-11-23,cancelled
561,4058,2024-04-21,returned
562,1479,2025-11-29,
563,76,2026-01-30,returned
564,3056,2024-09-02,returned
565,4105,2026-03-23,cancelled
566,2724,2024-09-05,returned
567,4332,2025-03-30,cancelled
568,323,2026-01-18,
569,4842,2025-11-15,returned
570,3740,2024-11-06,completed
571,147,2024-08-01,
572,515,2024-03-17,
573,3419,2025-10-31,
574,4987,2024-07-09,cancelled
575,4841,2025-04-15,cancelled
576,2460,2025-10-23,completed
577,4748,2025-01-06,returned
578,36,2025-01-13,cancelled
579,3681,2025-09-04,cancelled
580,3523,2025-03-18,completed
581,2242,2025-08-09,
582,2509,2025-04-25,completed
583,4753,2025-06-23,cancelled
584,4525,2024-11-25,returned
585,1924,2024-09-16,
586,2692,2026-02-19,cancelled
587,1641,2024-09-06,completed
588,653,2024-12-28,returned
589,3932,2024-05-19,completed
590,2116,2025-10-10,cancelled
591,2107,2025-05-13,
592,3494,2024-03-24,cancelled
593,2961,2026-01-13,completed
594,2366,2024-05-26,returned
595,4495,2025-12-29,completed
596,1275,2024-03-04,completed
597,28,2025-02-22,cancelled
598,2213,2026-02-12,cancelled
599,3697,2024-11-14,returned
600,4380,2024-04-22,
601,3943,2024-04-19,returned
602,2919,2025-12-25,completed
603,3178,2024-06-15,cancelled
604,2051,2025-08-02,completed
605,708,2024-07-23,completed
606,2803,2025-04-09,cancelled
607,4382,2025-09-06,cancelled
608,2879,2024-07-04,completed
609,3189,2025-09-18,
610,4198,2024-03-21,
611,1558,2025-07-27,
612,549,2026-01-16,cancelled
613,4050,2024-09-28,
614,3022,2025-01-18,cancelled
615,299,2025-12-15,
616,4678,2026-02-07,returned
617,3052,2025-04-17,returned
618,61,2025-07-27,returned
619,699,2025-03-17,cancelled
620,4872,2024-06-04,completed
621,3879,2025-09-07,
622,4519,2024-12-21,returned
623,267,2025-10-15,returned
624,4400,2025-05-25,
625,874,2025-10-24,completed
626,1122,2024-11-08,returned
627,1254,2024-08-29,returned
628,3376,2024-07-25,completed
629,2981,2024-12-23,completed
630,2457,2024-05-13,
631,2336,2024-12-26,returned
632,763,2024-09-22,cancelled
633,4940,2024-09-26,completed
634,780,2025-07-27,returned
635,2608,2025-01-04,completed
636,1740,2025-07-16,completed
637,2266,2025-12-13,returned
638,4508,2025-07-14,completed
639,4497,2025-08-25,returned
640,2438,2025-08-31,completed
641,334,2025-03-17,returned
642,3443,2024-10-06,completed
643,2205,2024-03-27,completed
644,773,2024-12-26,completed
645,3908,2025-08-02,completed
646,2959,2024-10-01,
647,2166,2024-05-04,cancelled
648,4598,2025-09-16,cancelled
649,1380,2025-07-20,cancelled
650,4662,2024-08-03,completed
651,138,2025-08-21,
652,1038,2024-03-15,cancelled
653,4176,2024-03-31,cancelled
654,44,2025-08-09,returned
655,1537,2025-03-24,
656,487,2025-08-18,
657,3183,2025-04-02,cancelled
658,2398,2025-01-03,returned
659,4840,2025-01-06,
660,2357,2025-10-24,returned
661,1022,2025-08-08,
662,4959,2024-04-14,
663,3323,2026-02-28,cancelled
664,1051,2024-09-05,cancelled
665,4754,2024-07-21,completed
666,2039,2024-07-15,cancelled
667,1892,2025-07-07,cancelled
668,592,2025-01-24,
669,1787,2024-02-20,returned
670,4707,2024-11-26,completed
671,908,2025-11-22,completed
672,2797,2024-12-18,cancelled
673,1205,2024-09-17,completed
674,2664,2024-06-07,
675,4251,2024-08-14,returned
676,1652,2026-01-26,cancelled
677,2894,2025-07-12,cancelled
678,1989,2024-09-11,
679,2244,2025-10-28,
680,26,2025-09-25,
681,504,2024-04-13,completed
682,4295,2025-07-01,returned
683,905,2025-08-12,returned
684,2289,2024-09-08,cancelled
685,113,2024-03-29,
686,4339,2025-10-23,completed
687,2850,2025-03-01,returned
688,3682,2024-06-26,cancelled
689,2258,2025-11-19,
690,2209,2024-07-19,cancelled
691,3590,2026-01-07,cancelled
692,1921,2024-06-10,
693,4520,2026-02-09,cancelled
694,3038,2024-10-31,returned
695,2227,2024-04-12,returned
696,167,2025-08-10,completed
697,878,2025-03-20,cancelled
698,2066,2024-12-09,cancelled
699,4555,2026-02-18,cancelled
700,4329,2025-09-03,completed
701,161,2025-06-06,returned
702,4538,2024-05-15,
703,12,2026-01-13,
704,889,2024-10-31,returned
705,3481,2024-08-23,returned
706,2228,2024-10-12,cancelled
707,4929,2024-06-03,returned
708,3866,2024-05-30,cancelled
709,2661,2024-03-07,completed
710,2924,2025-02-06,
711,4363,2025-04-26,returned
712,3530,2024-07-28,completed
713,846,2025-07-12,cancelled
714,360,2025-12-15,cancelled
715,4383,2024-07-16,completed
716,4494,2025-11-02,
717,1809,2025-06-18,cancelled
718,794,2024-02-28,completed
719,4813,2024-05-17,
720,2298,2024-11-20,
721,766,2025-02-21,returned
722,974,2025-01-23,completed
723,4902,2025-02-14,cancelled
724,2270,2024-12-23,cancelled
725,53,2024-07-24,
726,1773,2025-05-03,
727,820,2025-11-18,completed
728,1879,2024-04-24,returned
729,2859,2026-04-06,returned
730,4558,2025-02-01,cancelled
731,799,2025-03-01,completed
732,1578,2025-09-08,cancelled
733,1919,2024-12-11,completed
734,1605,2025-07-07,cancelled
735,2417,2025-07-27,
736,3683,2025-07-12,cancelled
737,258,2024-03-19,completed
738,1673,2024-08-12,returned
739,2455,2024-08-30,
740,519,2024-05-31,cancelled
741,63,2024-11-25,cancelled
742,4367,2026-01-16,cancelled
743,3444,2025-01-02,completed
744,1291,2024-03-07,cancelled
745,3401,2025-10-06,completed
746,1362,2025-09-17,returned
747,4547,2025-03-09,returned
748,1290,2025-08-29,cancelled
749,3481,2025-01-20,cancelled
750,3647,2025-08-05,returned
751,4967,2025-03-07,cancelled
752,165,2024-06-04,cancelled
753,3077,2025-12-29,
754,4763,2025-06-25,completed
755,1039,2024-04-02,completed
756,4371,2025-02-09,completed
757,3233,2025-05-16,cancelled
758,1473,2024-10-18,cancelled
759,1971,2025-09-26,completed
760,4972,2025-08-10,completed
761,4525,2025-07-23,completed
762,4404,2024-09-06,completed
763,2721,2024-06-11,cancelled
764,361,2025-06-08,
765,1682,2025-02-22,cancelled
766,1807,2026-02-05,completed
767,3624,2024-03-23,completed
768,4479,2025-04-06,completed
769,2637,2024-03-05,
770,2264,2024-03-24,returned
771,95,2024-11-20,completed
772,199,2025-10-17,completed
773,1352,2025-11-13,completed
774,1560,2025-07-14,
775,805,2024-12-22,
776,4416,2025-02-20,returned
777,4956,2024-12-18,completed
778,2895,2024-06-17,returned
779,944,2024-09-20,returned
780,2137,2025-11-09,cancelled
781,1212,2025-02-11,
782,4279,2024-12-18,completed
783,2368,2024-07-25,completed
784,3842,2024-08-05,completed
785,3829,2026-02-19,completed
786,401,2024-12-18,completed
787,2013,2024-07-22,
788,2798,2025-06-17,completed
789,4227,2024-07-14,returned
790,3320,2025-01-31,
791,1932,2024-10-10,
792,2208,2025-08-23,cancelled
793,3028,2024-05-28,completed
794,1395,2026-01-19,
795,4527,2025-11-16,completed
796,435,2024-07-21,
797,3361,2025-04-09,
798,140,2024-12-31,cancelled
799,498,2025-09-19,returned
800,1003,2025-09-13,
801,4331,2024-03-30,completed
802,4336,2024-03-23,completed
803,2119,2024-02-25,cancelled
804,3881,2026-01-26,
805,2040,2025-06-26,cancelled
806,1538,2025-07-07,completed
807,1985,2024-12-01,cancelled
808,1160,2026-01-10,
809,2418,2025-11-08,cancelled
810,2520,2024-05-04,
811,170,2026-01-17,cancelled
812,1070,2025-09-08,returned
813,4329,2025-06-05,
814,2537,2025-12-15,returned
815,335,2025-07-20,
816,3194,2026-01-20,cancelled
817,3062,2025-03-26,returned
818,347,2024-10-20,cancelled
819,1877,2024-06-30,returned
820,1532,2025-03-07,returned
821,191,2025-05-16,completed
822,2521,2026-02-14,
823,2381,2026-02-17,completed
824,893,2024-08-22,returned
825,4104,2024-02-29,cancelled
826,2257,2024-04-26,returned
827,1100,2025-01-01,
828,505,2024-05-12,returned
829,472,2025-10-02,returned
830,1771,2025-04-12,cancelled
831,2909,2024-10-19,cancelled
832,2112,2025-07-20,returned
833,1001,2025-01-28,
834,1159,2024-08-13,completed
835,4915,2025-10-15,
836,1014,2024-04-02,completed
837,1628,2024-11-21,cancelled
838,1622,2024-11-08,
839,3318,2025-05-26,returned
840,322,2024-02-25,
841,630,2025-10-04,completed
842,4137,2024-04-30,
843,2683,2024-06-14,
844,4102,2025-03-11,
845,4297,2025-08-22,completed
846,1515,2025-04-29,cancelled
847,241,2024-04-20,completed
848,3400,2024-03-29,completed
849,4893,2024-06-16,completed
850,3091,2025-12-06,returned
851,4075,2024-12-05,returned
852,4884,2024-10-23,completed
853,3404,2025-08-03,completed
854,1751,2025-08-08,
855,2833,2025-07-30,cancelled
856,625,2024-11-04,returned
857,1010,2024-05-15,returned
858,2395,2026-01-17,cancelled
859,4341,2026-01-28,
860,217,2025-11-22,cancelled
861,3337,2024-03-27,cancelled
862,1292,2025-07-07,cancelled
863,4144,2025-06-11,cancelled
864,3697,2024-12-10,returned
865,3427,2025-12-23,completed
866,299,2024-09-09,returned
867,4392,2025-10-11,
868,352,2024-04-12,returned
869,2765,2026-02-01,cancelled
870,3240,2026-02-02,
871,380,2025-10-04,completed
872,1056,2025-10-20,
873,148,2025-01-13,completed
874,454,2024-07-26,cancelled
875,3260,2024-07-31,completed
876,224,2024-02-27,
877,3733,2024-06-29,completed
878,1744,2024-10-14,completed
879,1791,2024-10-21,returned
880,2915,2024-12-23,completed
881,4171,2025-11-20,cancelled
882,892,2025-07-15,
883,3976,2024-10-20,
884,1169,2025-06-03,cancelled
885,2161,2025-12-07,returned
886,331,2025-09-23,completed
887,4543,2025-11-30,completed
888,3666,2025-09-06,cancelled
889,1945,2024-03-29,
890,4508,2025-02-01,cancelled
891,1737,2024-05-23,cancelled
892,1017,2024-09-17,completed
893,3036,2025-02-03,
894,148,2025-12-19,completed
895,4625,2025-12-07,completed
896,2341,2026-02-14,cancelled
897,3712,2025-01-24,returned
898,1357,2024-02-28,
899,4693,2025-11-05,
900,4692,2025-01-10,
901,2429,2026-02-16,
902,4278,2024-03-14,returned
903,3000,2025-11-26,
904,4660,2024-04-03,cancelled
905,4632,2024-12-29,completed
906,4100,2024-07-06,returned
907,1593,2025-06-06,cancelled
908,888,2024-04-15,cancelled
909,1828,2025-01-20,returned
910,3522,2025-03-27,
911,449,2024-09-14,
912,189,2024-06-17,
913,965,2024-11-16,
914,251,2025-07-26,
915,1769,2025-06-01,returned
916,1869,2025-03-22,cancelled
917,4935,2025-04-29,returned
918,4262,2025-09-22,cancelled
919,4597,2025-06-15,completed
920,2333,2026-02-07,completed
921,3339,2024-08-03,completed
922,4639,2026-01-28,
923,4500,2025-06-05,cancelled
924,2939,2024-06-03,cancelled
925,2180,2025-12-03,completed
926,3133,2025-11-30,
927,597,2024-09-01,cancelled
928,3948,2025-03-21,
929,1194,2024-03-12,cancelled
930,2570,2025-05-30,returned
931,985,2024-07-19,returned
932,2188,2025-09-04,
933,1972,2024-04-30,returned
934,2228,2024-04-24,completed
935,1346,2025-10-24,
936,9,2024-05-13,completed
937,4210,2025-07-27,
938,3190,2025-10-14,completed
939,957,2025-01-17,
940,615,2026-01-08,completed
941,2744,2025-09-11,completed
942,543,2025-02-09,
943,2288,2024-10-01,completed
944,4969,2025-10-25,completed
945,2633,2024-12-12,completed
